text,label,char_count,word_count
"Many moved on into the Mexican province of Texas -- then came the US military invasion of Mexico in 1846, seizing Mexico City and forcing Mexico to give up its northern half through the 1848 Treaty of Guadalupe Hidalgo.",English,219,39
Akụkọ egwu na-akọ akụkọ site na egwu dị na omenala dị iche iche.,igbo,64,13
Gbaa mbọ hụ na ị mere njem maka ekeresimesi,igbo,43,9
suwa ke ado da lalle a jikinsu,hausa,30,7
"As the field of ethnomusicology developed, scholars asked different questions looking more at the complexities of single traditions with less emphasis on larger comparative approaches.",English,184,25
béèni ọmọkùnrin náa kò féràn ẹyin dín dín.,yoruba,42,8
Ị bụ nwa yahoo?,igbo,15,4
Nkịta bụ anụmanụ mara ihe.,igbo,26,5
The viewer is asked to contemplate the loss as they experience the wave and read the names of the known victims.,English,112,21
Ìyá fẹràn Ìrẹsí dín dín.,yoruba,24,5
"Ee, nna m kọrọ ede n'ubi ya",igbo,27,7
"This, along with a depreciating rupee has increased the oil import bill, thereby making petrol and diesel costlier.",English,115,18
"The Government is increasing the Youth Allowance parental income cut-off for the regional workforce self-supporting independence criteria from 150,000 to 160,000.",English,164,21
Ṣé lóòótọ́ ni àwọn amuye àwùjọ wà nínú Bíbélì?,yoruba,46,9
It was the need to look beyond the immediate present and to think of the future leadership of the country that necessitated the mobilization of certain categories of youths through the National Youth Service Corps Scheme.,English,221,36
One home method is to use boiling hot water.,English,44,9
"Members of the junior and senior class are trained to be Link Leaders who act as positive role models, motivators, mentors, and teachers helping guide the freshmen to discover what it takes to be successful during the transition to high school.",English,244,41
Ogun jiha ce a kudu maso yammacin Najeriya wacce ke kan iyaka da wasu jihohi hudu,hausa,81,16
Sabon editan ya yi rashin lafiya tun makon da ya gabata.,hausa,56,11
Maak Zukabeg bụ ya nwezi Instaguram ugbu a.,igbo,43,8
Mo kìlò fún Tolú lorí níní ìyàwó méjì.,yoruba,50,8
"The incredible environmental and financial wealth found in these waters, and under the seabed gave way to the term - Blue Amazon  relating to the Amazon Jungle.",English,161,28
K'ofar falota karye.,hausa,20,3
Abokina yanzu yana karatu a Kwalejin Tauhidi ta Kagoro.,hausa,55,9
Jee kpọọ diọkpara ụnụ!!!!,igbo,25,4
Ọ ga a bụ ihe na-agaghị ekwe omume ịsị ka nwaanyị na-alụ ụbara nwoke.,igbo,69,14
Njẹ o ti ra iwe-igbọnsẹ igbonse miiran?,yoruba,39,7
It may be that states making the transition from feudalism to democracy became more war-prone or that the emerging democracies of the 19th century were European great powers that embarked on imperial wars of conquest.,English,217,35
Karfe nawa ake fara labaran mutane da a gidan rediyon kano?,hausa,59,11
Babu haske a kantin sayar da kayayyaki a makon da ya gabata.,hausa,60,12
"At first, they only repaired instruments, mainly for the American army 12 , but resumed instrument production began in the fall of 1949 with saxophones.",English,152,25
"Magí pọ̀ lóríṣirísi, oníkóró àti oníyọ̀",yoruba,48,6
Tururuwa na rayuwa ne à mallaka.,hausa,32,6
Janet na-enwe mmasị ịtinye mmiri oroma na mmanya biya ya.,igbo,57,10
Abeẹ dídá fún obìnrin sì ń ṣẹlẹ̀ ní Nàíjírìà,yoruba,45,9
Za a kawo kunkurun ranan jummu'a da safe.,hausa,41,8
Ṣe o n bọ fun idije bọọlu afẹsẹgba?,yoruba,35,8
Direbobi suna biyan fasin kofa a cikin Motar Park,hausa,49,9
"mba, achoro m ikwa nke m nwe n'aka kita",igbo,39,9
Ìpadà àwọn olùkọ́ láti ọ̀dọ̀ Ọ̀gá ò ní fara rọ,yoruba,46,10
Eh na iya iyo,hausa,13,4
Kedu mgbe ịkpa nkata mmekọahụ dị ka nke a riri gị ahụ?,igbo,54,12
Za'a iya aske gashi da reza.,hausa,28,6
Ana m azụ íhé nri na Shọpraịt Ọnịsha.,igbo,37,8
Chekwa meri ma chebe ebe obibi like anụ ọhịa.,igbo,45,9
Ulo ala bụ ụlọ nwere otu akụkọ na-enwekarị okirikiri nhọrọ ukwuu.,igbo,65,11
Matsayi mafi ƙasƙanci a cikin rundunar sojojin saman Najeriya shine hafsan matukin jirgi,hausa,88,13
"The nation's history began with that of the East Slavs, which emerged as a recognizable group in Europe between the 3rd and 8th centuries AD.",English,141,25
Akan saka tsofaffin waƙokin Hausawa a rediyo.,hausa,45,7
Yayana shi ne manaja a sabon ofishin.,hausa,37,7
Agaghị m atụkwasị gị obi ọzọ,igbo,28,6
Tani yóò fọ ààbò ẹrọ̀fọ̀ ọkọ̀ náà?,yoruba,34,7
Shin kun san yadda ake yin hira akan Facebook?,hausa,46,9
Ọkọ̀ ojú omi máa ń kó ohun èlò òkè òkun wá sí ilẹ̀ Nàìjíríà.,yoruba,60,14
báwo ni núdùsì ṣe rí?,yoruba,21,5
Mo mú Bọ́sẹ̀ lọ sí Ìpínlẹ̀ Cross River.,yoruba,43,8
Enweghị ihe dị iche na vitamị c na-acha ọcha na nke na-acha mmanụ mmanụ,igbo,71,14
"When urine test is ordered, the aim is to determine or identify the single use of any drug, while the aim of hair tests is to find out if there is chronic use of such drugs over time.",English,183,38
"Among Hipp's goals is to fuel young people's interest in these types of projects, she says.",English,91,16
Maimaita sirinji ba kyau.,hausa,25,4
Je kayi ibada yau a masallacin Sheik Dahiru Bauchi,hausa,50,9
Onye nkuzi anyi ji oke bekee mee ihe,igbo,36,8
"Bẹẹni, onisegun ounjẹ yoo wa ni arọwọto ni ọla.",yoruba,47,9
Aron focuses on the region's transition from a place of overlapping borderlands to one of oppositional Border States.,English,117,18
Ilé ẹ̀kọ́ gíga máa ń ni àkántàntì.,yoruba,34,7
Bíbélì ní ju ẹsẹ ọ̀rìnlélọ́ọ̀ọ́dúnrún lọ.,yoruba,49,6
Biola ń wá iṣẹ́ ọ́fìsì.,yoruba,23,5
"Even in a long OSP loose tube cable, there are variations in the length of fibers, as much as -1, because the fibers are loose in the cable to prevent stress, so at 100km, the difference could be significant.",English,211,39
Onye rere paketi ikpeazụ ọgwụ penisilinu anyị nweburu na shọpu?,igbo,63,10
"Primarily self-educated, Delacroix learned to paint by copying renowned artworks in the Louvre.",English,95,13
Speeding up the drying process means that restorative works can take place faster and people can be returned to their properties much sooner.,English,141,23
Nwata akwụkwọ ahụ gwọrọ uwe ya n'ala,igbo,36,7
Nwanyị a na-akwụ otu puku naịra atọ na iri ise kwa ụbọchị maka ụgbọ njem,igbo,72,15
Only about three in ten thousand die per day in a well-regulated hen house just about half again the human mortality rate in this country.,English,140,25
Ụkwara ahụ kwụsịrị ya ịgba bọl.,igbo,31,6
"Accordingly, it is desirable to have high selectivity in the removal rate of the metallic material 12 over the SiO2 layer 11.",English,125,22
Farasitamol maganin ciwon kai ne.,hausa,33,5
Owó ẹyọ kò sì fún gbígba mọ ní orílè èdè Nàìjíríà,yoruba,49,11
"Yawancin lokaci, tsofaffi ke ba da tatsuniya ga yara.",hausa,53,9
An koyamana tarihin Najeriya,hausa,28,4
Obìnrin náà mú àwọn ọmọ rẹ̀ lọ sí ilé ìwé ní àárọ̀ yìí.,yoruba,55,13
Nneọma sị na ụtazị bụ ọgwụ ọbara.,igbo,33,7
Samar da kaya masu kyau na farawa ne daga saƙa zare,hausa,51,11
Na sayo wannan silifan naira dubu biyu,hausa,38,7
Adults with learning disability over the age of 18.,English,51,9
"Agwagi su kan yyi tafiya tare a jere, a jagoran uwar su",hausa,55,12
It means that it is quite feasible to design ciphers that are effectively unbreakable.,English,86,14
Ṣé o fẹ́ràn èso náà,yoruba,19,5
Ị na-afụ opi ahụ?,igbo,17,4
"These bats' slow flight leaves them especially vulnerable to birds of prey, so they leave their roosts only as the light fades and commute to foraging areas along linear features such as hedgerows.",English,197,33
"A ga-emesiwanye ike na ịṅụ ihe ọṅụṅụ dị mkpa, na-akwalite omenala ịṅụ mmanya dị mma.",igbo,84,15
"Right now, the core programming is being set, and there are already some changes in how Windows 7 will handle computer security.",English,128,22
"Adẹ́tẹ̀ ò lè fún wàrà, ṣùgbọ́n ó lè da wàrà nù.",yoruba,47,11
"TSH production is blunted by somatostatin SRIH, rising levels of glucocorticoids and sex hormones estrogen and testosterone, and excessively high blood iodide concentration.",English,177,23
"Even if the complications are too severe to reverse with better diabetes control alone, keeping your blood glucose levels in line can help to prevent further damage.",English,165,27
Anyị gara na labu chemistiry.,igbo,29,5
"Ee, ụmụaka ekwesighi inọ na Fesbụụk.",igbo,36,6
Njé o padà je tuwo ati gbẹ̀gìrì ni alé àná?,yoruba,43,10
Ilé-iṣé lórí ìdàgbàsókè ìnáwó máa ń pèsè owó-ìdákòwò fún ìdàgbàsókè iṣẹ́-àkànṣe ọrọ̀-ajé.,yoruba,119,12
Enweela ụmụ nwoke a ga-ebi ùgwù ?,igbo,33,7
Maciji na farrauta abinchinta da hakuri.,hausa,40,6
Yawanci maza ne ke yin aski.,hausa,28,6
"MacMullen, Roman Social Relations 50 B.C.",English,42,6
"The creator men has the ability to take responsibility of the administration of environmental, humane, and financial resources aimed at improving the living conditions of the community in which every human being develops.",English,221,33
Extract data without writing code to access deeply nested fields of complex PDUs.,English,81,13
Ménu bụ ndepụta nri a na-enye n'ụlọ oriri na ọṅụṅụ,igbo,50,10
Contamination is only one of the hazards that you should be aware of when cleaning flood and water damage to your home.,English,119,22
Me matsayin karshe na sojin sama.,hausa,33,6
M zụtara mmanya maka mama m,igbo,27,6
E ji bread ata akara.,igbo,21,5
Abokai na kwarai za su gafarta wa juna idan suka yi fushi da juna.,hausa,66,14
Tani ó wọ ìbojú?,yoruba,16,4
Injin ƙirga kuɗin su ya samu matsala.,hausa,37,7
Tayaya za a magance matsalolin ciwon zuciya?,hausa,44,7
"During the Cold War, the Soviet Union interfered in the politics of two former enemies Aside from the overtly authoritarian regimes of the Mediterranean, democracy was only threatened twice on the map Recomended Reading Walter Laquer, Europe Since Hitler  The Rebirth of Europe 1982 to Table of Contents Last Updated March 2000 Copyright  1998-2000 Matthew White",English,368,58
A gwaram ha na ebi nwa nwanyị úgwù adịghị mma,igbo,45,10
Gaa rụkwaa ihe ndina m.,igbo,23,5
Ọ na-amasị m ije ụlọ Krismas n'obodo m,igbo,38,8
"The overall goal of CSEM is to develop high-performance, first-principles based computational models to describe and predict hazardous conditions in the near-earth space environment extending from the sun to the ionosphere, called space weather.",English,245,34
Abụ m onye na-eme achịcha.,igbo,26,5
"While buying a condominium, the floor plans are made according to the model or the design proposed by the architect.",English,116,20
"Because the disciples were faithful in remaining in Jerusalem, despite the risks, they were in a position to walk through the door that God had opened to all nations.",English,166,29
Ihu abụọ bụ ụdị nraranye,igbo,24,5
"It has documented how challenges posed by restrictions on the right to movement for patients and doctors, shortages of essential medicines, and the shortcomings of the health system in the oPt all constitute obstacles to continuous and effective treatment and care for Palestinian women with breast cancer.",English,306,47
Why Do You Need One?,English,20,5
But the top U.S. geopolitical concern is making sure the oil remains in the hands of those who will cooperate with Western economies.,English,133,23
Ṣe ẹgbẹ́ ẹlẹ́mu wà ní ilé ìwé yín?,yoruba,34,8
Baby calm down wakar Rema ne.,hausa,29,6
Sísàtúnkọ eré náà yóò waye ni ọ̀sẹ̀ tó ń bọ̀,yoruba,44,10
"The available land area in Puteaux measures 3.19 kilometers and is inhabited by 44,278 people, which means there are 13,880 Putéoliens living per square kilometer.",English,163,25
A na-ahụ ụmụnwaanyị na-egbu akwụ n'osisi ya dịka ihe arụ n'ala Igbo,igbo,67,12
Sallah ta kusa zuwa za mu ci soyayyen nama.,hausa,43,9
"Usman, a matsayinsa na dattijo, ya yi kakkausar suka ga alummarsa",hausa,66,11
anyị ga-ejị ụgbọ ala gawa ụka echi,igbo,34,7
"Social activities producing sound and linguistic interactions, the audio paintings of our family relationships or the mimic of the mundane everyday becoming colourful speeches.",English,176,24
Fọlá gbàgbé àwọn igi tí ó rà sọ́jà.,yoruba,35,8
"Ee, a ga-akpọbatam m n'ime òtù nzuzo echi.",igbo,44,8
A na-achọ ọrụ siri ike iji nweta ihe ịga nke ọma na mpaghara ọ bụla na ndụ.,igbo,75,17
Adamu zai yi anfani da digar wajen haƙa ƙasar.,hausa,46,9
This reduction is significantly less than the 5 reduction that higher education institutions were notified might be possible in Fall 2011.,English,139,21
"Little publicity was ever given to this scientific conference although, we are told, scientists from every nation in the world were also present.",English,145,23
Kedụ mgbe a-ga emecha igbasa alụmdi?,igbo,36,6
Ẹ ya àwòrán àwọn ìnàkí yẹn!,yoruba,27,6
He created the earth empty and without form and fashioned it with all things necessary to first form and the to accommodate the earthen vessels that should inhabit.,English,164,28
shugaban karamar hukuma yana aiki?,hausa,34,5
"In numeracy, we have worked on a range of skills which have included a good deal of problem solving such as telling the time to the nearest five minutes, solving word problems and interpreting block diagrams, tally charts and pictograms to find information out relating to our current enquiry on people, penguins and plants.",English,324,54
Most patients' symptoms improve with non-surgical treatment.,English,60,7
Awon ọdọ yóò kopa ninu oselu Nàìjíríà laipe,yoruba,47,8
Morphologic representation of visual and antennal information in the ant brain.,English,79,11
"Rárá, ọjọ́ kẹta rè ti moti wọn.",yoruba,31,7
Wọ́n ka Sultan ní oko ilé ìwé tí ń mu ọsàn.,yoruba,43,11
Àwọn ènìyàn máa ń gbé àwòrán oríṣiríṣi sí orí Instagram fún àwọn mìíràn láti rí àti sọ̀rọ̀ lé,yoruba,93,18
Yó yá mi ní báàgì rẹ,yoruba,20,6
"Lára àwọn ilé-ìfowópamọ́ tí a ní ní orílẹ̀-èdè Nàìjíríà ni Fidelity, Heritage, Union bank àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",yoruba,126,18
"It contains a trifecta of healthy-hair helpers Vitamin D and protein, which are key for strong, shiny hair, and omega-3 fatty acids, which keep your scalp healthy, Nussbaum says.",English,179,29
Gasashshen kashu yafi soyayyar gyada daɗi,hausa,41,6
"O tọ, o dara lati lo awọn oògùn ibà ni kutukutu.",yoruba,48,11
This was the last palace to be erected in Venice before the fall of the Rupublic.,English,81,16
"Ọ bụ n'ọnụ nwadibia ka ọ na-ebi, ọ dighi ebi n'ọnụ ofeke.",igbo,57,12
Akụkọ ifo ahụ na-akụziri anyị ikwu eziokwu.,igbo,43,7
"Biko, nyere m nnwa ahụ akamụ.",igbo,29,6
Many travel on foot and the mass gatherings are frequently attacked despite tight security.,English,91,14
Ọmọ ìle-ìwe ti ko san owo ìle-ìwe wọn yoo firanṣẹ pada si ile ni ọsẹ ti n bọ.,yoruba,77,18
Ṣé wọn ó tètè si ilé ìkàwé,yoruba,28,7
Mo ń lọ sí ọ́fíìsì,yoruba,18,5
Ó rẹ Tinuke nígbà tí ó dé ilé ìkọ́ ẹ̀ka ìkẹ́kọ̀ọ́ èdè.,yoruba,54,12
Ebí òní ìyàwó kan ni Bọ́lá ti wá,yoruba,32,8
"The hero of this film is the bright Lithuanian villager Anupras, whose archaic worldview becomes a symbol of the ethno- cultural Lithuanian identity that was often opposed to the identity constructed by Soviet propaganda.",English,221,34
Chidi na-ezu ohi ego nne ya.,igbo,28,6
Both are in the sciences.,English,25,5
Dárúkọ ewé mẹ́ta tí a le fúnrúgbìn rẹ nípa èso ọ̀gbìn wọn.,yoruba,58,12
"Stereoscopic 3D technology is being pushed by many consumer electronics manufacturers as the next frontier for your living room, and we have seen models which feature active shutter as well as passive shutter glasses, but the next big step would be to enjoy 3D viewing without the need to wear those glasses.",English,308,52
"Women can be sentenced to flogging15,000 women suffered this punishment just in 2016or even stoning to death.",English,111,17
Ụmụ nwoke na ụmụ nwaanyị na-arụ n'ụlọakụ,igbo,40,7
Yawancin maza na zaben aski ne bisa irin kansu.,hausa,47,9
Na sami sabon aiki a Burundi.,hausa,29,6
Ibrahim yAna gyaran takalami?,hausa,29,4
Ọ̀pọ̀ ènìyàn mi inú ti ro rí.,yoruba,29,7
Ọ kọrọ ụnyaahụ na ọnụahịa nke oghere agbanweela,igbo,47,8
Naira maitan aka ba ta.,hausa,23,5
"Ndị ụka Kraịst na- ewe ndị "" pagan"" dika ónyé na- esoghi n' ụka Kraịst.",igbo,71,15
Eze ga- edozi ụlọ ọrụ anyị maka ekeresimesi,igbo,43,8
ní Ilé ìtajà oògùn ní John tí ra Vitamin C.,yoruba,43,10
The documentation of the speech can be attributed to the actions taken by the members.,English,86,15
Manyan mutane suna mulki a cikin tsarin mulki na dimukraɗiya.,hausa,61,10
Nne m ga-egweri agwa maka akara n'ụtụtụ,igbo,39,7
"Most observers attribute Paraguay's poor economic performance to political uncertainty, corruption, limited progress on structural reform, and deficient infrastructure.",English,168,19
Àwọn aṣọ́bodè máa ń burú.,yoruba,30,5
Ọba àti àwọn ìjòyè rẹ̀ ni wọ́n máa ń darí àwọn Yorùbá.,yoruba,54,12
The differing colours relate to how far up in the ionosphere the gases are produced.,English,84,15
Ọmọkùnrin tó ń ṣọ́ obìnrin náà dièrò ẹ̀wọ̀n.,yoruba,44,8
"A da, an san Bello da jajircewarsa wajen gudanar da aladun gargajiya.",hausa,70,12
Sikhism si n'obodo Punjab nke dị m'India bịa.,igbo,45,8
Ọ̀ga ológun Májòr pàdánù ẹsẹ̀ rè nínú ogun tí o kọjá,yoruba,54,11
"About the Mayor's Alliance for NYC's Animals The Mayor's Alliance for NYC's Animals, Inc., founded in 2002 and powered by Maddie's Fund, The Pet Rescue Foundation, with support from the ASPCA, is a coalition of more than 150 animal rescue groups and shelters working with Animal Care  Control of New York City ACC to end the killing of healthy and treatable cats and dogs at ACC shelters.",English,395,68
Ọ̀yọ́ kò ní fi  ètò Ìfọkùnrin darí sílẹ̀.,yoruba,43,9
Igbo ọgbụa ga na-eri ihe oriri ndị mba ọzọ n'ihi mmekorita obodo na obodo.,igbo,74,14
Zan kai ƙarar shi gun iyayen shi saboda yana cin zarafina.,hausa,58,11
Za'a yi amfani da hirarrakin domin gano wanda ya aikata laifin,hausa,62,11
Ọla edo bụ ihe eji aku ụgwọ.,igbo,28,7
Àpèjọ ẹgbẹ́ òṣèlú wa parí ní òru àná.,yoruba,37,8
Béèni o má rà rà Tíkẹ́ẹ̀tì ọkọ̀ òfurufú rẹ.,yoruba,43,9
"In this paper, only old Magellanic and galactic globular clusters are considered.",English,81,12
ƙanin mahaifinsu ke rikonsu,hausa,27,4
Zai cije maman sa a kunne,hausa,25,6
Siyo masa littafin da ya nema!,hausa,30,6
M ga- akwusi eso gị na Tuweeta mgbede a,igbo,39,9
"During the pilot, a sample of electors was surveyed to assist the AEC in identifying both the success of the ECLs and electors' confidence in the voting process.",English,161,28
Ǹkan oṣù àwọn obìnrin mí ò kí ń dà dédé,yoruba,39,10
"Had current methods of partial payment collections, as exampled in the sale of automobiles and other lines, been in existence in their time, the manufacturers would, no doubt, have survived.",English,190,30
Siyo mana magani a shago.,hausa,25,5
Àwọn ẹbí ìyàwó náà kó àǹkóò aṣọ,yoruba,31,7
Àlọ́ ìjàpá ni àwọn àlọ́ tí ìjàpá ti jẹ́ olú ẹ̀dá-ìtàn,yoruba,67,11
"It works on so many common skin issues, because it effectively tackles the root cause of skin problems--lack of collagen.",English,121,20
Èmi àti ẹ̀gbọ́n mi lọ rí Ààrẹ.,yoruba,30,7
Efere nkụwa ndị a dị oke ọnụ ahịa,igbo,33,8
ị ga-azụtara m akwụkwọ akụkọ echi,igbo,33,6
"ma bami soro beeyen, mo ma raaghi ni ọlá",yoruba,40,9
Babura suna da madubai biyu a kowane gefe.,hausa,42,8
O gbúdọ̀ kọ́ iṣẹ́ aránsọ!,yoruba,25,5
Enwere ọtụtụ obodo mepere emebe na Naijiria,igbo,43,7
Research reported in The Journal of Pediatrics finds more than half of newborns with risk factors could become hypoglycemic.,English,124,19
Tọ́lá ó lọ rògùn fún èélá rẹ̀ lọ̀la,yoruba,35,8
Labulaye na rage ƙura a ɗaki.,hausa,29,6
"In order for the new GPU now with 1536 shader processors to run at its max, you'll have to do some PowerTune tuning.",English,118,23
A na-asụkwa ojoko asụ iji rie ofe.,igbo,34,7
Èmi àti Ọpẹ́ ra ìgò wáìnì méjì ní ilé-oúnjẹ.,yoruba,44,9
In May 2007 Kuwait changed its currency peg from the US dollar to a basket of currencies in order to curb inflation and to reduce its vulnerability to external shocks.,English,167,30
Àmọ̀kókó wó ló mọ̀ ikókó yi?,yoruba,35,6
Akụziri m ihe nụlọ akwụkwọ nafọ ije ozi mba m,igbo,47,10
Find out more about EU tuition fee and scholarship information.,English,63,10
"The latest report by a subsidiary of the state bankers' group showed that the Wisconsin Economic Development Corp. didn't have the right bookkeeping policies, computer systems and collection procedures to track the loans that the agency made to businesses.",English,256,39
"Mba, agaghị enye gị akwụkwọ ngafe ugbua.",igbo,40,7
a'a akwai masu kulawa da su Basu barin su ci zalin juna,hausa,55,12
E nyere Chike ọrụ ahụ na ntụkwasị obi,igbo,37,8
"Nílẹ̀ Yorùbá, ọkùnrin kan ní obìnrin gbọ́dọ̀ fẹ́ ní Ẹ̀kan náà.",yoruba,62,11
Ya taya ni matsar da teburin cin abinci.,hausa,40,8
A jiya ne injiniyan kwamfuta ya zo gyara kwamfutar.,hausa,51,9
E gburu ehi n'ili nwoke ahụ?,igbo,28,6
Bátìrì ọkò náà ti bàjé,yoruba,22,5
"A nucleus such as helium, which has two positively EM-charged protons, is stable because the strong force overcomes the electromagnetic forces.",English,145,21
"The angel of the LORD appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife for that which is conceived in her is of the Holy Ghost.",English,185,38
Agwara m gị egbutula ukwu osisi ahụ!,igbo,36,7
"On the other hand, if you make them wear respirators to protect them from the hazardous chemicals in the air, you're still exposing them to the real risk of heat stress.",English,169,31
Ààrẹ Bọ́lá Tinúbú jáwé olùborí níbi ìbò ààrẹ tó wáyé ní oṣù Ẹrẹ́nà 2023,yoruba,71,14
The shredded leaves can then be scattered over lawns and into shrub beds.,English,73,13
Shin sun fita yawon neman zaɓe jiya?,hausa,36,7
Ina siyan wasu abubuwan da nake so in kai wa kaka a gidan tsofaffi.,hausa,67,14
Yusuf ya kashe gizo gizo biyar a daren jiya.,hausa,44,9
Muna da Ƴan shi'a a al'ummar mu.,hausa,32,7
"He also pointed out that the threat of al-Qaeda is arguably greater than it was on September 10th, 2001, because of this resurgence.",English,132,23
"Rárá, kò ní tó àwọn báàgì ìrẹsì náà sórí ọkọ̀ orí-omi náà",yoruba,57,12
Nan da sati biyu za mu ɗauki sabin ma'aikata,hausa,44,9
Bas din ya matse sosai.,hausa,23,5
Bọ́lá jẹ́ alábòójútó akẹ́kọ̀ọ́ obìnrin,yoruba,38,5
"With a rubber ball, the ball deforms as it strikes a hard object.",English,65,13
The notion of the contemplate that refers to the appears of your human being.,English,77,14
"It is however a fact of real world practice, shown by the proliferation of XML as an underlying means of logical storage in more and more software systems.",English,155,28
"Mata da miji su ne ginshikin iyalin su, dan haka su na tattaunawa a kan abubuwan da za su kiyaye",hausa,96,20
"Before we bring this dismal history any further down to date, let us pause to examine some of the chief fallacies prevailing among the world's journalists, politicians, and monetary managers that have brought us to our present crisis.",English,234,38
"These groups include the disability sector, special education schools and units, as well as seniors and disadvantaged communities.",English,130,18
"In her debut as a commencement speaker on Saturday, Mrs. Obama evoked the struggles of California's founders  settlers and former slaves, trailblazers and immigrants  to encourage the 493 members of the school's first full graduating class to use their newfound skills to lift up those around them.",English,300,49
Na ziyarci wurin shakatawa na ruwa kawai don kallon yanayin.,hausa,60,10
Grass-roots protests against Chinese oil projects are worrying Beijing as it competes for influence in Myanmar with the United States.,English,134,20
Detroit was previously selected for a satellite operation.,English,58,8
"Journal of Educational Administration, 50 3.",English,46,6
Nye m otù kebụlụ,igbo,16,4
"Last year, the Howard County Circuit Court ruled that Maryland's current application of the credit for taxes paid to other states is unconstitutional in so far as the credit is not allowed to offset the Maryland local personal income tax.",English,238,40
Most serious digital photographers use one or more editing tools to improve their photo.,English,88,14
There are not any survival mechanics but the only way to heal your wounds is to eat food you get from cooking recipes or picking berries.,English,137,26
Chisuu adịla kemgbe ọtụtụ puku afọ ma e jiri nkume nkume mee na mbụ.,igbo,68,14
Sọ èdè Yorùbá kí àwọn èèyàn gbọ́.,yoruba,42,7
"The City Disaster Risk Reduction and Management staff of Sta Rosa City showcased different scenarios which summarizes what they have learned during the training such as basic life support, a demonstration of vehicular extrication for a car accident, fire response and rescue operation in a collapsed structure and rescue operation as a result of a 7.2 magnitude earthquake.",English,373,58
Sai na koyi yanda ake ɗora yara a kan lilo tinda ni ce mai kula da yara yanzu,hausa,77,18
Ọ lụrụ nwaanyị n'ụbọchị Eke,igbo,27,5
"Gandhi freely accepted donations from wealthy capitalists, even as he exhorted those same businessmen to wear khadi.",English,116,17
Ịbara mmadụ mba na-akụda mmụọ ya,igbo,32,6
"Though contemporary Romans described the Macedonian phalanx as one of the most terrible sights they'd ever seen, modern historical wargamers know that the low mobility and poor performance on rough terrain means that the phalanx is dead meat to a group of disciplined swordsmen or light cavalry.",English,295,47
Kedụ ihe mere na ọnye nkuzi anyị abiaghi akwụkwọ tata?,igbo,54,10
An ji wa yara ciwo dayawa.,hausa,26,6
Màá lo amoxicillin nítorí mo ní àrùn ọgbẹ́-inú,yoruba,46,8
Palọ na-abụkarị ọnụ ụlọ kacha ukwuu n'ụlọ ụfọdụ,igbo,47,8
Gini na-eme mayonezi ji adị oké ọnụ?,igbo,36,7
Chemical and biological characterization of corticotropin releasing factor.,English,75,8
Ngwugwu nzu odee ole ka ị nwefọrọ?,igbo,34,7
"Many valuable gifts come through overcoming negative reactions, and learning to view others as reflections of ourselves  useful mirrors.",English,137,20
ìkùnà ọkàn ń ba á jà.,yoruba,21,6
Mo ya àwòrán pẹ̀lú snapchat.,yoruba,28,5
The operating console is used to input all the factors related to take a scan and consists of multiple monitors.,English,112,20
Adé wà lórí ìṣeré olómi-yíyọ̀ nígbà tí a ri.,yoruba,44,9
Awọn oṣiṣẹ ilẹ̀-iṣẹ wọ awọn bata oruńkùn ojó lati jẹ́ kí ẹṣẹ wọn gbẹ̀ ati àabò ni awọn ipo tutu,yoruba,95,20
Pakeeti supa paaki ịndomị ahụ mama m zuru dabara na gọta.,igbo,57,11
Protect small children when outdoors.,English,37,5
"Ndị nzukọ ekpere anaghị ekele onwe ha, ifunugo",igbo,46,8
Àwọn ènìyàn yóò túnbọ̀ sanwó fún ẹ̀kọ́ ìtakurọ̀sọ.,yoruba,60,8
Kedu ọrụ nke onye nlekọta ụlọ mkpọrọ,igbo,36,7
Ọkụ ga-adọ gị ma aka gị dị mmiri mmiri.,igbo,39,9
Àgbẹ̀ aládàani yóò pọ̀ si ní ọjọ́ iwájú,yoruba,39,8
Ibo lo tí ń bọ̀ tí ó lókun lọrun,yoruba,32,9
Àwọn darandaran Fúlàní jẹ́ onírìnkiri.,yoruba,38,5
Habu yana cikin Qatar yanzu haka yana aiki.,hausa,43,8
NTA bụ otu n'ime ụlọ ọrụ telivishọn Nigeria maka akụkọ,igbo,54,10
Ènìyàn le rí ère ní Ibùdó-ìgbafẹ́.,yoruba,34,6
"Some are placed in a garden, or as part of a stone wall.",English,56,13
Mo fẹ́ràn kí n má a mu ọsàn,yoruba,27,8
Dị m chọrọ igote odo mmiri azụ nke eletrik maka Palọ ahụ,igbo,56,12
An administration official says it represented views consistent with what Taliban emissaries had been telling U.S. officials.,English,125,17
Ị ga-emebi ekstenshọnu gị ma ọ bụru na i ji ngwaọrụ bufee ya.,igbo,61,13
Ndị otù Ebuka mere nnọkọ ha nogige obodo.,igbo,42,8
"Ee, erịela m gari na ofe ọgbọnọ ahụ.",igbo,36,8
Ị wegara shọvelụ ahụ n'ụlọ?,igbo,27,5
An ce bai yi laifi ba inji kotun.,hausa,33,8
An kulle shagon.,hausa,16,3
Amara ga-ekele ndị agbata obi ya ka ọ na-agba ọgba tum tum ya.,igbo,62,13
Anyi ga-eje dozie ọgba tum tum ahụ echi,igbo,39,8
Ìgbéraga máa n síwájú ìparun.,yoruba,29,5
